,41
437899,smurf.
194189,smurf.
354843,neptune.
421365,smurf.
471625,neptune.
44075,smurf.
293614,smurf.
364596,neptune.
266800,smurf.
327913,smurf.
280481,smurf.
340204,smurf.
316022,smurf.
274909,smurf.
436248,smurf.
383689,neptune.
244447,smurf.
113620,neptune.
165510,smurf.
281328,smurf.
353272,neptune.
135114,smurf.
166856,smurf.
122580,neptune.
313176,smurf.
54495,neptune.
437496,smurf.
404447,smurf.
320488,smurf.
126865,neptune.
186837,smurf.
257713,smurf.
66744,neptune.
191352,smurf.
417950,smurf.
427015,smurf.
329561,smurf.
306682,smurf.
366732,neptune.
411545,smurf.
47850,smurf.
364797,neptune.
199976,smurf.
321688,smurf.
416595,smurf.
220243,smurf.
315430,smurf.
447742,smurf.
10198,smurf.
66105,neptune.
335765,smurf.
258478,smurf.
369372,neptune.
314674,smurf.
366362,neptune.
120050,neptune.
95683,smurf.
425601,smurf.
199388,smurf.
472553,neptune.
319440,smurf.
127903,neptune.
67052,neptune.
364460,neptune.
172824,smurf.
353071,neptune.
68107,neptune.
474802,neptune.
131398,smurf.
393382,neptune.
174731,smurf.
158542,smurf.
127409,neptune.
443708,smurf.
400443,smurf.
404317,smurf.
243446,smurf.
72572,neptune.
181847,smurf.
240929,smurf.
211478,smurf.
392523,neptune.
410578,smurf.
251643,smurf.
386451,neptune.
133025,smurf.
425880,smurf.
131175,smurf.
399067,smurf.
400903,smurf.
184077,smurf.
354878,neptune.
121186,neptune.
249273,smurf.
365794,neptune.
424079,smurf.
125440,neptune.
220170,smurf.
58626,neptune.
416898,smurf.
391681,neptune.
253078,smurf.
469772,neptune.
251660,smurf.
167690,smurf.
264025,smurf.
331348,smurf.
8774,smurf.
45161,smurf.
287146,smurf.
311228,smurf.
217348,smurf.
267972,smurf.
262209,smurf.
282775,smurf.
361073,neptune.
218322,smurf.
376296,neptune.
250608,smurf.
488717,smurf.
225258,smurf.
103522,smurf.
220252,smurf.
208244,smurf.
305552,smurf.
318861,smurf.
129693,smurf.
150754,smurf.
445446,smurf.
408048,smurf.
475870,neptune.
267744,smurf.
327390,smurf.
66193,neptune.
166534,smurf.
426552,smurf.
420093,smurf.
341111,smurf.
303387,smurf.
300693,smurf.
64648,neptune.
230107,smurf.
399343,smurf.
119766,neptune.
115271,neptune.
265655,smurf.
415346,smurf.
402482,smurf.
96721,smurf.
361152,neptune.
390153,neptune.
462140,neptune.
421772,smurf.
387680,neptune.
415335,smurf.
324795,smurf.
116455,neptune.
472081,neptune.
9283,smurf.
300085,smurf.
336335,smurf.
260973,smurf.
240229,smurf.
223800,smurf.
179926,smurf.
297478,smurf.
202564,smurf.
203625,smurf.
465078,neptune.
420995,smurf.
163658,smurf.
285183,smurf.
282836,smurf.
406719,smurf.
180847,smurf.
152705,smurf.
367785,neptune.
210846,smurf.
182062,smurf.
154670,smurf.
428676,smurf.
280989,smurf.
156113,smurf.
204510,smurf.
433468,smurf.
252824,smurf.
114643,neptune.
71631,neptune.
468455,neptune.
128467,neptune.
234481,smurf.
382988,neptune.
248928,smurf.
185294,smurf.
186323,smurf.
363146,neptune.
438950,smurf.
299572,smurf.
320759,smurf.
223672,smurf.
213058,smurf.
44233,smurf.
319339,smurf.
350650,neptune.
248898,smurf.
289392,smurf.
117642,neptune.
204663,smurf.
60035,neptune.
56285,neptune.
242801,smurf.
293628,smurf.
189493,smurf.
381318,neptune.
425227,smurf.
424893,smurf.
156702,smurf.
267676,smurf.
99291,smurf.
334269,smurf.
236657,smurf.
488343,smurf.
490099,smurf.
272650,smurf.
110062,neptune.
175932,smurf.
311606,smurf.
175827,smurf.
68557,neptune.
329176,smurf.
447252,smurf.
178529,smurf.
414822,smurf.
9414,smurf.
93118,smurf.
301778,smurf.
208503,smurf.
191250,smurf.
287245,smurf.
94422,smurf.
379515,neptune.
312418,smurf.
210430,smurf.
60580,neptune.
247591,smurf.
441311,smurf.
376913,neptune.
427989,smurf.
215340,smurf.
188138,smurf.
314703,smurf.
355543,neptune.
213842,smurf.
303133,smurf.
206898,smurf.
408189,smurf.
242758,smurf.
382049,neptune.
371068,smurf.
387034,neptune.
447484,smurf.
201917,smurf.
292098,smurf.
178483,smurf.
195801,smurf.
277672,smurf.
479765,neptune.
283303,smurf.
56998,neptune.
186533,smurf.
252902,smurf.
269000,smurf.
193404,smurf.
383904,neptune.
328012,smurf.
191649,smurf.
215332,smurf.
226654,smurf.
166596,smurf.
48257,smurf.
186204,smurf.
423280,smurf.
255639,smurf.
438298,smurf.
187130,smurf.
411201,smurf.
420065,smurf.
280434,smurf.
351257,neptune.
294500,smurf.
215044,smurf.
252135,smurf.
162116,smurf.
207989,smurf.
360856,neptune.
64949,neptune.
64547,neptune.
487220,smurf.
179578,smurf.
69774,neptune.
60122,neptune.
354708,neptune.
333929,smurf.
181440,smurf.
391137,neptune.
179759,smurf.
48370,smurf.
384498,neptune.
465599,neptune.
444861,smurf.
322930,smurf.
339941,smurf.
243463,smurf.
61406,neptune.
150047,smurf.
164813,smurf.
57221,neptune.
184450,smurf.
316708,smurf.
407551,smurf.
164492,smurf.
412818,smurf.
326026,smurf.
394624,neptune.
410340,smurf.
276332,smurf.
246082,smurf.
475354,neptune.
128039,neptune.
279276,smurf.
394108,neptune.
372933,neptune.
384892,neptune.
288558,smurf.
125933,neptune.
308843,smurf.
213848,smurf.
323331,smurf.
361254,neptune.
196843,smurf.
252607,smurf.
251283,smurf.
472861,neptune.
368342,neptune.
102824,smurf.
99400,smurf.
9095,smurf.
252722,smurf.
54801,neptune.
421632,smurf.
273434,smurf.
192107,smurf.
296453,smurf.
103635,smurf.
50123,smurf.
113539,neptune.
314436,smurf.
411344,smurf.
471986,neptune.
429900,smurf.
416386,smurf.
295470,smurf.
404419,smurf.
488350,smurf.
333395,smurf.
122553,neptune.
115680,neptune.
337381,smurf.
225737,smurf.
332643,smurf.
431009,smurf.
194235,smurf.
432447,smurf.
395067,neptune.
393708,neptune.
296529,smurf.
438874,smurf.
108838,neptune.
47250,smurf.
44158,smurf.
162196,smurf.
235869,smurf.
119964,neptune.
392952,neptune.
300330,smurf.
329491,smurf.
193808,smurf.
464135,neptune.
421311,smurf.
385287,neptune.
247137,smurf.
156761,smurf.
188655,smurf.
196075,smurf.
54722,neptune.
417714,smurf.
332714,smurf.
415290,smurf.
94991,smurf.
134626,smurf.
430732,smurf.
463936,neptune.
182755,smurf.
411405,smurf.
95138,smurf.
286252,smurf.
215171,smurf.
428133,smurf.
109062,neptune.
45483,smurf.
99818,smurf.
97955,smurf.
293182,smurf.
161295,smurf.
186477,smurf.
95390,smurf.
116790,neptune.
414586,smurf.
333951,smurf.
211434,smurf.
235622,smurf.
226288,smurf.
120707,neptune.
438109,smurf.
184267,smurf.
220610,smurf.
358541,neptune.
264055,smurf.
276569,smurf.
252959,smurf.
324273,smurf.
315232,smurf.
367791,neptune.
289933,smurf.
209394,smurf.
449671,smurf.
442731,smurf.
418906,smurf.
168474,smurf.
245046,smurf.
258282,smurf.
196660,smurf.
173256,smurf.
58683,neptune.
321796,smurf.
413962,smurf.
304444,smurf.
203949,smurf.
243094,smurf.
410106,smurf.
122480,neptune.
229089,smurf.
231294,smurf.
246063,smurf.
267719,smurf.
112468,neptune.
336528,smurf.
272286,smurf.
123765,neptune.
399704,smurf.
113362,neptune.
476352,neptune.
288754,smurf.
431452,smurf.
390384,neptune.
315483,smurf.
476280,neptune.
408558,smurf.
68803,neptune.
422407,smurf.
293031,smurf.
255978,smurf.
276128,smurf.
312102,smurf.
377069,neptune.
181641,smurf.
192682,smurf.
464889,neptune.
109792,neptune.
160490,smurf.
276959,smurf.
208243,smurf.
217871,smurf.
307618,smurf.
398570,smurf.
479626,neptune.
205259,smurf.
446618,smurf.
64358,neptune.
151099,smurf.
119036,neptune.
253679,smurf.
275331,smurf.
356097,neptune.
413650,smurf.
365680,neptune.
55182,neptune.
47958,smurf.
392507,neptune.
352142,neptune.
278531,smurf.
209695,smurf.
182653,smurf.
262973,smurf.
101251,smurf.
300646,smurf.
435112,smurf.
160859,smurf.
420461,smurf.
201967,smurf.
48597,smurf.
179273,smurf.
301983,smurf.
311991,smurf.
271910,smurf.
214411,smurf.
239716,smurf.
304965,smurf.
178472,smurf.
225926,smurf.
116517,neptune.
233225,smurf.
8679,smurf.
174063,smurf.
173153,smurf.
215278,smurf.
118612,neptune.
301021,smurf.
442447,smurf.
424984,smurf.
261391,smurf.
338503,smurf.
256580,smurf.
419283,smurf.
212314,smurf.
319845,smurf.
443841,smurf.
444612,smurf.
296356,smurf.
248276,smurf.
405665,smurf.
54879,neptune.
239852,smurf.
476098,neptune.
441563,smurf.
164537,smurf.
474361,neptune.
424907,smurf.
157160,smurf.
198650,smurf.
69016,neptune.
429600,smurf.
434663,smurf.
184302,smurf.
377055,neptune.
338532,smurf.
474439,neptune.
417512,smurf.
207084,smurf.
162238,smurf.
108459,neptune.
227941,smurf.
251615,smurf.
391931,neptune.
118287,neptune.
220597,smurf.
167652,smurf.
70306,neptune.
384206,neptune.
212833,smurf.
126343,neptune.
119594,neptune.
406520,smurf.
249192,smurf.
285093,smurf.
441705,smurf.
358761,neptune.
95795,smurf.
64873,neptune.
403296,smurf.
354220,neptune.
464717,neptune.
205631,smurf.
274460,smurf.
7909,smurf.
412686,smurf.
262352,smurf.
257785,smurf.
364409,neptune.
331341,smurf.
112426,neptune.
302079,smurf.
299732,smurf.
340643,smurf.
423999,smurf.
218945,smurf.
259113,smurf.
249320,smurf.
265334,smurf.
197228,smurf.
362700,neptune.
151333,smurf.
298469,smurf.
240999,smurf.
221860,smurf.
273097,smurf.
474314,neptune.
369071,neptune.
489733,smurf.
193585,smurf.
290812,smurf.
101863,smurf.
470327,neptune.
197304,smurf.
406488,smurf.
419636,smurf.
461031,neptune.
340489,smurf.
199775,smurf.
172831,smurf.
185591,smurf.
289489,smurf.
246806,smurf.
398638,smurf.
304476,smurf.
182747,smurf.
100515,smurf.
191797,smurf.
169278,smurf.
279310,smurf.
475717,neptune.
260731,smurf.
288598,smurf.
387940,neptune.
432679,smurf.
176652,smurf.
200098,smurf.
329069,smurf.
437474,smurf.
373101,neptune.
299664,smurf.
175683,smurf.
59124,neptune.
464134,neptune.
233361,smurf.
446019,smurf.
166587,smurf.
103320,smurf.
255266,smurf.
165000,smurf.
322769,smurf.
265301,smurf.
168675,smurf.
477883,neptune.
207456,smurf.
434398,smurf.
318240,smurf.
234185,smurf.
319093,smurf.
219185,smurf.
487612,smurf.
58057,neptune.
368122,neptune.
111498,neptune.
113392,neptune.
380577,neptune.
114750,neptune.
118148,neptune.
197684,smurf.
296236,smurf.
276248,smurf.
158113,smurf.
8697,smurf.
303477,smurf.
321764,smurf.
201356,smurf.
240200,smurf.
477116,neptune.
221579,smurf.
226743,smurf.
452349,neptune.
244726,smurf.
66826,neptune.
335295,smurf.
211392,smurf.
429686,smurf.
339298,smurf.
226269,smurf.
487828,smurf.
215964,smurf.
336647,smurf.
258736,smurf.
8172,smurf.
474635,neptune.
43771,smurf.
96579,smurf.
227699,smurf.
276177,smurf.
461137,neptune.
394253,neptune.
358424,neptune.
297107,smurf.
267893,smurf.
357245,neptune.
150995,smurf.
350698,neptune.
47762,smurf.
334734,smurf.
207682,smurf.
258953,smurf.
405523,smurf.
158949,smurf.
201971,smurf.
475707,neptune.
199922,smurf.
294718,smurf.
301756,smurf.
490558,smurf.
489897,smurf.
312359,smurf.
119318,neptune.
465371,neptune.
128436,neptune.
109173,neptune.
419054,smurf.
203415,smurf.
326651,smurf.
48578,smurf.
62721,neptune.
405987,smurf.
352145,neptune.
469632,neptune.
206153,smurf.
43795,smurf.
225360,smurf.
242780,smurf.
409501,smurf.
412946,smurf.
110412,neptune.
370956,smurf.
325050,smurf.
234412,smurf.
68033,neptune.
287796,smurf.
311276,smurf.
425388,smurf.
226017,smurf.
129724,smurf.
245075,smurf.
181674,smurf.
205138,smurf.
407374,smurf.
177518,smurf.
150549,smurf.
246144,smurf.
59868,neptune.
100063,smurf.
155501,smurf.
320645,smurf.
219004,smurf.
98950,smurf.
93471,smurf.
188916,smurf.
404167,smurf.
258969,smurf.
59275,neptune.
240790,smurf.
236907,smurf.
10674,smurf.
116615,neptune.
434496,smurf.
446852,smurf.
256022,smurf.
377331,neptune.
270493,smurf.
328442,smurf.
244210,smurf.
205772,smurf.
205028,smurf.
429761,smurf.
382483,neptune.
467291,neptune.
472204,neptune.
231103,smurf.
60212,neptune.
290220,smurf.
311695,smurf.
306126,smurf.
239687,smurf.
210847,smurf.
121978,neptune.
426662,smurf.
318090,smurf.
103497,smurf.
358909,neptune.
373091,neptune.
334990,smurf.
122910,neptune.
475672,neptune.
320136,smurf.
436797,smurf.
335377,smurf.
264548,smurf.
478603,neptune.
416009,smurf.
188178,smurf.
369475,neptune.
196546,smurf.
443509,smurf.
236626,smurf.
220085,smurf.
318878,smurf.
121894,neptune.
125952,neptune.
272695,smurf.
408252,smurf.
221208,smurf.
445089,smurf.
476416,neptune.
160694,smurf.
312815,smurf.
391175,neptune.
448456,smurf.
377792,neptune.
270034,smurf.
443985,smurf.
404149,smurf.
359162,neptune.
9905,smurf.
182509,smurf.
43222,smurf.
222802,smurf.
409465,smurf.
68012,neptune.
62801,neptune.
326480,smurf.
367594,neptune.
11080,smurf.
463058,neptune.
429445,smurf.
241146,smurf.
296364,smurf.
220329,smurf.
372374,neptune.
150737,smurf.
367186,neptune.
411094,smurf.
166301,smurf.
187449,smurf.
355542,neptune.
62071,neptune.
435918,smurf.
213653,smurf.
459957,neptune.
386728,neptune.
478225,neptune.
386625,neptune.
317839,smurf.
48489,smurf.
422625,smurf.
186500,smurf.
208194,smurf.
171682,smurf.
203358,smurf.
126908,neptune.
292608,smurf.
295939,smurf.
193527,smurf.
393094,neptune.
181873,smurf.
171471,smurf.
388137,neptune.
489085,smurf.
203640,smurf.
466873,neptune.
308696,smurf.
118478,neptune.
50342,smurf.
476517,neptune.
361295,neptune.
324604,smurf.
98932,smurf.
384157,neptune.
99667,smurf.
108964,neptune.
127779,neptune.
186028,smurf.
247307,smurf.
301732,smurf.
151314,smurf.
292846,smurf.
281394,smurf.
301207,smurf.
245367,smurf.
323727,smurf.
140312,neptune.
349647,neptune.
394695,neptune.
219494,smurf.
222583,smurf.
414615,smurf.
303604,smurf.
47349,smurf.
384385,neptune.
467373,neptune.
108870,neptune.
472216,neptune.
434070,smurf.
163514,smurf.
247939,smurf.
376840,neptune.
155874,smurf.
432827,smurf.
254454,smurf.
100628,smurf.
266960,smurf.
54692,neptune.
200390,smurf.
309878,smurf.
200339,smurf.
172868,smurf.
202221,smurf.
231664,smurf.
401806,smurf.
59209,neptune.
422229,smurf.
67458,neptune.
211153,smurf.
152296,smurf.
261607,smurf.
424975,smurf.
321897,smurf.
303830,smurf.
239128,smurf.
372568,neptune.
410740,smurf.
100650,smurf.
385932,neptune.
395452,neptune.
240137,smurf.
398879,smurf.
60854,neptune.
286674,smurf.
444993,smurf.
134998,smurf.
256449,smurf.
405482,smurf.
54505,neptune.
282156,smurf.
352668,neptune.
134332,smurf.
378820,neptune.
226859,smurf.
154402,smurf.
421404,smurf.
434239,smurf.
218134,smurf.
224854,smurf.
57896,neptune.
479060,neptune.
413245,smurf.
333785,smurf.
340957,smurf.
471940,neptune.
180049,smurf.
253981,smurf.
255479,smurf.
464130,neptune.
475096,neptune.
402419,smurf.
434749,smurf.
367859,neptune.
473723,neptune.
336015,smurf.
460481,neptune.
361941,neptune.
356800,neptune.
166737,smurf.
189236,smurf.
231606,smurf.
192095,smurf.
309713,smurf.
387816,neptune.
219734,smurf.
219020,smurf.
417793,smurf.
112009,neptune.
202667,smurf.
400083,smurf.
132846,smurf.
320855,smurf.
45018,smurf.
194700,smurf.
153992,smurf.
205829,smurf.
407179,smurf.
461420,neptune.
341287,smurf.
320176,smurf.
65113,neptune.
462198,neptune.
218149,smurf.
71454,neptune.
216213,smurf.
63661,neptune.
467441,neptune.
43451,smurf.
432743,smurf.
204159,smurf.
285629,smurf.
189188,smurf.
100592,smurf.
464763,neptune.
441672,smurf.
368478,neptune.
201773,smurf.
293401,smurf.
470354,neptune.
170941,smurf.
173066,smurf.
47915,smurf.
373911,neptune.
316409,smurf.
256328,smurf.
331638,smurf.
411920,smurf.
413223,smurf.
436607,smurf.
306542,smurf.
186024,smurf.
447341,smurf.
190205,smurf.
390395,neptune.
102584,smurf.
407071,smurf.
197841,smurf.
333011,smurf.
269602,smurf.
69603,neptune.
415909,smurf.
434566,smurf.
401391,smurf.
48619,smurf.
394437,neptune.
214371,smurf.
386864,neptune.
291099,smurf.
382176,neptune.
275791,smurf.
259147,smurf.
376553,neptune.
368749,neptune.
93438,smurf.
474384,neptune.
314375,smurf.
308905,smurf.
280062,smurf.
205569,smurf.
474512,neptune.
468267,neptune.
301769,smurf.
115586,neptune.
257007,smurf.
226647,smurf.
410698,smurf.
244701,smurf.
56150,neptune.
66617,neptune.
181259,smurf.
462707,neptune.
299301,smurf.
284431,smurf.
304361,smurf.
430948,smurf.
236457,smurf.
124502,neptune.
216044,smurf.
65363,neptune.
229623,smurf.
207695,smurf.
171835,smurf.
109839,neptune.
171949,smurf.
122059,neptune.
213990,smurf.
353863,neptune.
444514,smurf.
391337,neptune.
193479,smurf.
442940,smurf.
45963,smurf.
164352,smurf.
441312,smurf.
358938,neptune.
9219,smurf.
168001,smurf.
300054,smurf.
188092,smurf.
384392,neptune.
70851,neptune.
129184,smurf.
439806,smurf.
288778,smurf.
223350,smurf.
131607,smurf.
72114,neptune.
300080,smurf.
292724,smurf.
464092,neptune.
283155,smurf.
150922,smurf.
434238,smurf.
210403,smurf.
375409,neptune.
173749,smurf.
207891,smurf.
414049,smurf.
109647,neptune.
255398,smurf.
258220,smurf.
136207,smurf.
372836,neptune.
71057,neptune.
384765,neptune.
43901,smurf.
8764,smurf.
219617,smurf.
171165,smurf.
266091,smurf.
474470,neptune.
253702,smurf.
228497,smurf.
289991,smurf.
44701,smurf.
270285,smurf.
471142,neptune.
67743,neptune.
257091,smurf.
316692,smurf.
480191,neptune.
384612,neptune.
417028,smurf.
293919,smurf.
467070,neptune.
338506,smurf.
229782,smurf.
462854,neptune.
312532,smurf.
199520,smurf.
108590,neptune.
131447,smurf.
206072,smurf.
376798,neptune.
54313,neptune.
259922,smurf.
288127,smurf.
260100,smurf.
471734,neptune.
307959,smurf.
363338,neptune.
326831,smurf.
236284,smurf.
112030,neptune.
8820,smurf.
131254,smurf.
248737,smurf.
192616,smurf.
380704,neptune.
449497,smurf.
169008,smurf.
266337,smurf.
269513,smurf.
444603,smurf.
60620,neptune.
125252,neptune.
359757,neptune.
316325,smurf.
167879,smurf.
181836,smurf.
313118,smurf.
135520,smurf.
276256,smurf.
156896,smurf.
426090,smurf.
363720,neptune.
207879,smurf.
166186,smurf.
307745,smurf.
199891,smurf.
418277,smurf.
313988,smurf.
156260,smurf.
334519,smurf.
53609,neptune.
246742,smurf.
418395,smurf.
208648,smurf.
288133,smurf.
113161,neptune.
172858,smurf.
155947,smurf.
239503,smurf.
57856,neptune.
308361,smurf.
366554,neptune.
204919,smurf.
254722,smurf.
357125,neptune.
419971,smurf.
127893,neptune.
273112,smurf.
9950,smurf.
423095,smurf.
257340,smurf.
290918,smurf.
396318,neptune.
406064,smurf.
447338,smurf.
407657,smurf.
446761,smurf.
265349,smurf.
237279,smurf.
238509,smurf.
376829,neptune.
465750,neptune.
321659,smurf.
413799,smurf.
283090,smurf.
43241,smurf.
448258,smurf.
121148,neptune.
198007,smurf.
165743,smurf.
241858,smurf.
341235,smurf.
409614,smurf.
60702,neptune.
359262,neptune.
428914,smurf.
234863,smurf.
392936,neptune.
169825,smurf.
352346,neptune.
320187,smurf.
213945,smurf.
461986,neptune.
368528,neptune.
243535,smurf.
365478,neptune.
155128,smurf.
387242,neptune.
128897,smurf.
331369,smurf.
56510,neptune.
436971,smurf.
435627,smurf.
44740,smurf.
444758,smurf.
206894,smurf.
403005,smurf.
162244,smurf.
66799,neptune.
194761,smurf.
303942,smurf.
99406,smurf.
100835,smurf.
411854,smurf.
166014,smurf.
47397,smurf.
10937,smurf.
118685,neptune.
298189,smurf.
101132,smurf.
179695,smurf.
230153,smurf.
428390,smurf.
197379,smurf.
252738,smurf.
372462,neptune.
473072,neptune.
123072,neptune.
259568,smurf.
94314,smurf.
440104,smurf.
350394,neptune.
228273,smurf.
196285,smurf.
172276,smurf.
386792,neptune.
206423,smurf.
238920,smurf.
359390,neptune.
432085,smurf.
280830,smurf.
226524,smurf.
123876,neptune.
235870,smurf.
432853,smurf.
152510,smurf.
305072,smurf.
61421,neptune.
364617,neptune.
205130,smurf.
62755,neptune.
201459,smurf.
161223,smurf.
352453,neptune.
152814,smurf.
370673,smurf.
472542,neptune.
196062,smurf.
340352,smurf.
95861,smurf.
463450,neptune.
203028,smurf.
397782,smurf.
325168,smurf.
163997,smurf.
235765,smurf.
327227,smurf.
156082,smurf.
313866,smurf.
460829,neptune.
431883,smurf.
354656,neptune.
60076,neptune.
180297,smurf.
467711,neptune.
393965,neptune.
480294,neptune.
425920,smurf.
263711,smurf.
298331,smurf.
310541,smurf.
93890,smurf.
235163,smurf.
488410,smurf.
287500,smurf.
485512,neptune.
485779,neptune.
429425,smurf.
209772,smurf.
306350,smurf.
158756,smurf.
258676,smurf.
376893,neptune.
251884,smurf.
277800,smurf.
414711,smurf.
95225,smurf.
229588,smurf.
447835,smurf.
111756,neptune.
327727,smurf.
152094,smurf.
253174,smurf.
289533,smurf.
193383,smurf.
69938,neptune.
393886,neptune.
308007,smurf.
324606,smurf.
217023,smurf.
376793,neptune.
335601,smurf.
158034,smurf.
432507,smurf.
422355,smurf.
473183,neptune.
485486,neptune.
67841,neptune.
394262,neptune.
429662,smurf.
302789,smurf.
310407,smurf.
364333,neptune.
61508,neptune.
287048,smurf.
467401,neptune.
490062,smurf.
313471,smurf.
308618,smurf.
418202,smurf.
212321,smurf.
305987,smurf.
352136,neptune.
369013,neptune.
304455,smurf.
471733,neptune.
316808,smurf.
68069,neptune.
473821,neptune.
202879,smurf.
165915,smurf.
163748,smurf.
158266,smurf.
61099,neptune.
168245,smurf.
128538,neptune.
423652,smurf.
411002,smurf.
394466,neptune.
191767,smurf.
430791,smurf.
436535,smurf.
490349,smurf.
386134,neptune.
368892,neptune.
367572,neptune.
108332,neptune.
180484,smurf.
473179,neptune.
435560,smurf.
247616,smurf.
94086,smurf.
236851,smurf.
470658,neptune.
281355,smurf.
280082,smurf.
189148,smurf.
327350,smurf.
259424,smurf.
464546,neptune.
257098,smurf.
97449,smurf.
179707,smurf.
310426,smurf.
463094,neptune.
285057,smurf.
120937,neptune.
338974,smurf.
196915,smurf.
363564,neptune.
224581,smurf.
190900,smurf.
224413,smurf.
102229,smurf.
360707,neptune.
285961,smurf.
212053,smurf.
95802,smurf.
95743,smurf.
418376,smurf.
376404,neptune.
281764,smurf.
237567,smurf.
153827,smurf.
374329,neptune.
432573,smurf.
429263,smurf.
9922,smurf.
126722,neptune.
466483,neptune.
202359,smurf.
480187,neptune.
430201,smurf.
487226,smurf.
270207,smurf.
462749,neptune.
382383,neptune.
351295,neptune.
72110,neptune.
214311,smurf.
487643,smurf.
162958,smurf.
386652,neptune.
419111,smurf.
338698,smurf.
336094,smurf.
10766,smurf.
303307,smurf.
47517,smurf.
382499,neptune.
62899,neptune.
233221,smurf.
328761,smurf.
366596,neptune.
157527,smurf.
94403,smurf.
231687,smurf.
474527,neptune.
399846,smurf.
303317,smurf.
442480,smurf.
245534,smurf.
159729,smurf.
260182,smurf.
275000,smurf.
103167,smurf.
474768,neptune.
95535,smurf.
160815,smurf.
314728,smurf.
361199,neptune.
386502,neptune.
189284,smurf.
258814,smurf.
62075,neptune.
134775,smurf.
57988,neptune.
302846,smurf.
322820,smurf.
393677,neptune.
284900,smurf.
179038,smurf.
163184,smurf.
60951,neptune.
214992,smurf.
244784,smurf.
296386,smurf.
215083,smurf.
96713,smurf.
441648,smurf.
340573,smurf.
118582,neptune.
63122,neptune.
168191,smurf.
65708,neptune.
329026,smurf.
319906,smurf.
71375,neptune.
55121,neptune.
95104,smurf.
95617,smurf.
162929,smurf.
445320,smurf.
361482,neptune.
271579,smurf.
123241,neptune.
315200,smurf.
386853,neptune.
468612,neptune.
466078,neptune.
130172,smurf.
252712,smurf.
209467,smurf.
54738,neptune.
303051,smurf.
374383,neptune.
331884,smurf.
279434,smurf.
160540,smurf.
162879,smurf.
461409,neptune.
386184,neptune.
209503,smurf.
235258,smurf.
332234,smurf.
189237,smurf.
199515,smurf.
292306,smurf.
181337,smurf.
302066,smurf.
419453,smurf.
269536,smurf.
284961,smurf.
58770,neptune.
204447,smurf.
380828,neptune.
301912,smurf.
149857,smurf.
461342,neptune.
417538,smurf.
114138,neptune.
273428,smurf.
314356,smurf.
110265,neptune.
133676,smurf.
340944,smurf.
308357,smurf.
305543,smurf.
359300,neptune.
185789,smurf.
440781,smurf.
441263,smurf.
399161,smurf.
167976,smurf.
447951,smurf.
94951,smurf.
281934,smurf.
119984,neptune.
116136,neptune.
263026,smurf.
366087,neptune.
470820,neptune.
238525,smurf.
383557,neptune.
166304,smurf.
160392,smurf.
461779,neptune.
380726,neptune.
334826,smurf.
60046,neptune.
204541,smurf.
234549,smurf.
100695,smurf.
254666,smurf.
119680,neptune.
304104,smurf.
202923,smurf.
167217,smurf.
286820,smurf.
386934,neptune.
196645,smurf.
308187,smurf.
312347,smurf.
318683,smurf.
131544,smurf.
379468,neptune.
113661,neptune.
225570,smurf.
427674,smurf.
133670,smurf.
108271,neptune.
401417,smurf.
466393,neptune.
309209,smurf.
426339,smurf.
392920,neptune.
223780,smurf.
395637,neptune.
378766,neptune.
64591,neptune.
190723,smurf.
320150,smurf.
100072,smurf.
294880,smurf.
316955,smurf.
311757,smurf.
477902,neptune.
93922,smurf.
68938,neptune.
218832,smurf.
420125,smurf.
474504,neptune.
368043,neptune.
70644,neptune.
469690,neptune.
349506,neptune.
135896,smurf.
172014,smurf.
328287,smurf.
424033,smurf.
66129,neptune.
207240,smurf.
395868,neptune.
253938,smurf.
132029,smurf.
370610,smurf.
263004,smurf.
170447,smurf.
302083,smurf.
301258,smurf.
398011,smurf.
364017,neptune.
353254,neptune.
292139,smurf.
233879,smurf.
269162,smurf.
245242,smurf.
64965,neptune.
168602,smurf.
216161,smurf.
208821,smurf.
310768,smurf.
93210,smurf.
339707,smurf.
162048,smurf.
328989,smurf.
102063,smurf.
331013,smurf.
391065,neptune.
408380,smurf.
460665,neptune.
463580,neptune.
187196,smurf.
425409,smurf.
279418,smurf.
197642,smurf.
242124,smurf.
258259,smurf.
355139,neptune.
375492,neptune.
280777,smurf.
227195,smurf.
442573,smurf.
188600,smurf.
294116,smurf.
302720,smurf.
160472,smurf.
290655,smurf.
327651,smurf.
257104,smurf.
229580,smurf.
56923,neptune.
221722,smurf.
297754,smurf.
334973,smurf.
332783,smurf.
367742,neptune.
319114,smurf.
71481,neptune.
160699,smurf.
390287,neptune.
150504,smurf.
409310,smurf.
183016,smurf.
167646,smurf.
251760,smurf.
257590,smurf.
97300,smurf.
182580,smurf.
170214,smurf.
461864,neptune.
380311,neptune.
204990,smurf.
434146,smurf.
388211,neptune.
438311,smurf.
282634,smurf.
101859,smurf.
49739,smurf.
357679,neptune.
66002,neptune.
208825,smurf.
372815,neptune.
226878,smurf.
206448,smurf.
301048,smurf.
467719,neptune.
417450,smurf.
153576,smurf.
243395,smurf.
62457,neptune.
268377,smurf.
225103,smurf.
472765,neptune.
127599,neptune.
61482,neptune.
472044,neptune.
177680,smurf.
275221,smurf.
114625,neptune.
490326,smurf.
291866,smurf.
366325,neptune.
221063,smurf.
255641,smurf.
387333,neptune.
